o1a,,,,,51.621244,-115.608378,2320.0,,,,,14.0,168.0,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2311.0,,,,,18.0,148.0,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2299.0,,,,,23.0,128.0,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2288.0,,,,,25.0,116.0,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2280.0,,,,,23.0,117.0,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2261.0,,,,,16.0,133.0,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2224.0,,,,,11.0,198.0,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2185.0,,,,,12.0,201.0,,,0.35,60.0,20
c1,,,,,51.621244,-115.608378,2238.0,,,,,,,,,0.75,,20
o1a,,,,,51.621244,-115.608378,2240.0,,,,,,,,,0.35,60.0,20
c1,,,,,51.621244,-115.608378,2248.0,,,,,,,,,0.75,,20
o1a,,,,,51.621244,-115.608378,2259.0,,,,,,,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2262.0,,,,,,,,,0.35,60.0,20
c1,,,,,51.621244,-115.608378,2274.0,,,,,,,,,0.75,,20
o1a,,,,,51.621244,-115.608378,2300.0,,,,,,,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2322.0,,,,,,,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2335.0,,,,,,,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2340.0,,,,,,,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2341.0,,,,,,,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2336.0,,,,,,,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2319.0,,,,,,,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2300.0,,,,,,,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2286.0,,,,,,,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2280.0,,,,,,,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2263.0,,,,,,,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2225.0,,,,,,,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2191.0,,,,,,,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2158.0,,,,,,,,,0.35,60.0,20
c1,,,,,51.621244,-115.608378,2233.0,,,,,,,,,0.75,,20
o1a,,,,,51.621244,-115.608378,2232.0,,,,,,,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2233.0,,,,,,,,,0.35,60.0,20
c1,,,,,51.621244,-115.608378,2236.0,,,,,,,,,0.75,,20
c1,,,,,51.621244,-115.608378,2251.0,,,,,,,,,0.75,,20
o1a,,,,,51.621244,-115.608378,2276.0,,,,,,,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2301.0,,,,,,,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2319.0,,,,,,,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2331.0,,,,,,,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2336.0,,,,,,,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2338.0,,,,,,,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2332.0,,,,,,,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2320.0,,,,,,,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2300.0,,,,,,,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2281.0,,,,,,,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2272.0,,,,,,,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2238.0,,,,,,,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2186.0,,,,,,,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2159.0,,,,,,,,,0.35,60.0,20
nf,,,,,51.621244,-115.608378,2146.0,,,,,,,,,,,20
c2,,,,,51.621244,-115.608378,2221.0,,,,,,,,,0.8,,20
c2,,,,,51.621244,-115.608378,2226.0,,,,,,,,,0.8,,20
o1a,,,,,51.621244,-115.608378,2228.0,,,,,,,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2229.0,,,,,,,,,0.35,60.0,20
c1,,,,,51.621244,-115.608378,2246.0,,,,,,,,,0.75,,20
o1a,,,,,51.621244,-115.608378,2274.0,,,,,,,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2296.0,,,,,,,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2315.0,,,,,,,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2327.0,,,,,,,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2333.0,,,,,,,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2335.0,,,,,,,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2330.0,,,,,,,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2318.0,,,,,,,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2301.0,,,,,,,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2283.0,,,,,,,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2268.0,,,,,,,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2238.0,,,,,,,,,0.35,60.0,20
nf,,,,,51.621244,-115.608378,2195.0,,,,,,,,,,,20
nf,,,,,51.621244,-115.608378,2170.0,,,,,,,,,,,20
nf,,,,,51.621244,-115.608378,2177.0,,,,,,,,,,,20
c2,,,,,51.621244,-115.608378,2205.0,,,,,,,,,0.8,,20
c2,,,,,51.621244,-115.608378,2210.0,,,,,,,,,0.8,,20
c2,,,,,51.621244,-115.608378,2197.0,,,,,,,,,0.8,,20
c2,,,,,51.621244,-115.608378,2206.0,,,,,,,,,0.8,,20
o1a,,,,,51.621244,-115.608378,2234.0,,,,,,,,,0.35,60.0,20
c1,,,,,51.621244,-115.608378,2259.0,,,,,,,,,0.75,,20
o1a,,,,,51.621244,-115.608378,2282.0,,,,,,,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2303.0,,,,,,,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2318.0,,,,,,,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2326.0,,,,,,,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2328.0,,,,,,,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2327.0,,,,,,,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2318.0,,,,,,,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2303.0,,,,,,,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2286.0,,,,,,,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2271.0,,,,,,,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2256.0,,,,,,,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2240.0,,,,,,,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2226.0,,,,,,,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2222.0,,,,,,,,,0.35,60.0,20
c2,,,,,51.621244,-115.608378,2190.0,,,,,,,,,0.8,,20
c2,,,,,51.621244,-115.608378,2190.0,,,,,,,,,0.8,,20
c2,,,,,51.621244,-115.608378,2169.0,,,,,,,,,0.8,,20
o1a,,,,,51.621244,-115.608378,2192.0,,,,,,,,,0.35,60.0,20
c1,,,,,51.621244,-115.608378,2224.0,,,,,,,,,0.75,,20
c1,,,,,51.621244,-115.608378,2247.0,,,,,,,,,0.75,,20
c1,,,,,51.621244,-115.608378,2269.0,,,,,,,,,0.75,,20
o1a,,,,,51.621244,-115.608378,2289.0,,,,,,,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2306.0,,,,,,,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2315.0,,,,,,,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2319.0,,,,,,,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2322.0,,,,,,,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2317.0,,,,,,,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2306.0,,,,,,,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2292.0,,,,,,,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2279.0,,,,,,,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2265.0,,,,,,,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2249.0,,,,,,,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2231.0,,,,,,,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2221.0,,,,,,,,,0.35,60.0,20
c2,,,,,51.621244,-115.608378,2162.0,,,,,,,,,0.8,,20
c2,,,,,51.621244,-115.608378,2164.0,,,,,,,,,0.8,,20
c2,,,,,51.621244,-115.608378,2148.0,,,,,,,,,0.8,,20
o1a,,,,,51.621244,-115.608378,2175.0,,,,,,,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2206.0,,,,,,,,,0.35,60.0,20
c2,,,,,51.621244,-115.608378,2228.0,,,,,,,,,0.8,,20
c2,,,,,51.621244,-115.608378,2248.0,,,,,,,,,0.8,,20
c1,,,,,51.621244,-115.608378,2267.0,,,,,,,,,0.75,,20
o1a,,,,,51.621244,-115.608378,2283.0,,,,,,,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2298.0,,,,,,,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2311.0,,,,,,,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2317.0,,,,,,,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2314.0,,,,,,,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2307.0,,,,,,,,,0.35,60.0,20
