fueltype,lat,lon,elev,ws,waz,ps,saz,cur,cbd,cbh,ccf,ftypeN,fmc,py,jd,jd_min,pc,pdf,time,ffmc,bui,gfl,pattern,tree_height,
O1a,51.621244,-115.608378,2247.000000,,,,,60,,,,31,,,,,,,20,,,0.350000,,,
O1a,51.621244,-115.608378,2224.000000,,,,,60,,,,31,,,,,,,20,,,0.350000,,,
O1a,51.621244,-115.608378,2199.000000,,,,,60,,,,31,,,,,,,20,,,0.350000,,,
C2,51.621244,-115.608378,2188.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,2175.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,2153.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,2134.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C3,51.621244,-115.608378,2121.000000,,,,,,,,,3,,,,,,,20,,,1.150000,,,
C3,51.621244,-115.608378,2112.000000,,,,,,,,,3,,,,,,,20,,,1.150000,,,
C3,51.621244,-115.608378,2107.000000,,,,,,,,,3,,,,,,,20,,,1.150000,,,
C2,51.621244,-115.608378,2103.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
O1a,51.621244,-115.608378,2099.000000,,,,,60,,,,31,,,,,,,20,,,0.350000,,,
O1a,51.621244,-115.608378,2085.000000,,,,,60,,,,31,,,,,,,20,,,0.350000,,,
C2,51.621244,-115.608378,2076.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,2035.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,1977.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,1926.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
O1a,51.621244,-115.608378,2017.000000,,,,,60,,,,31,,,,,,,20,,,0.350000,,,
C3,51.621244,-115.608378,1984.000000,,,,,,,,,3,,,,,,,20,,,1.150000,,,
C3,51.621244,-115.608378,1959.000000,,,,,,,,,3,,,,,,,20,,,1.150000,,,
C3,51.621244,-115.608378,1938.000000,,,,,,,,,3,,,,,,,20,,,1.150000,,,
C2,51.621244,-115.608378,1957.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,1974.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,1989.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,2013.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,2045.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
NF,51.621244,-115.608378,2066.000000,,,,,,,,,101,,,,,,,20,,,nan,,,
C2,51.621244,-115.608378,2087.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,2107.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,2146.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,2174.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,2198.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C1,51.621244,-115.608378,2214.000000,,,,,,,,,1,,,,,,,20,,,0.750000,,,
C1,51.621244,-115.608378,2230.000000,,,,,,,,,1,,,,,,,20,,,0.750000,,,
C1,51.621244,-115.608378,2248.000000,,,,,,,,,1,,,,,,,20,,,0.750000,,,
O1a,51.621244,-115.608378,2266.000000,,,,,60,,,,31,,,,,,,20,,,0.350000,,,
O1a,51.621244,-115.608378,2282.000000,,,,,60,,,,31,,,,,,,20,,,0.350000,,,
O1a,51.621244,-115.608378,2288.000000,,,,,60,,,,31,,,,,,,20,,,0.350000,,,
O1a,51.621244,-115.608378,2279.000000,,,,,60,,,,31,,,,,,,20,,,0.350000,,,
O1a,51.621244,-115.608378,2268.000000,,,,,60,,,,31,,,,,,,20,,,0.350000,,,
O1a,51.621244,-115.608378,2248.000000,,,,,60,,,,31,,,,,,,20,,,0.350000,,,
O1a,51.621244,-115.608378,2237.000000,,,,,60,,,,31,,,,,,,20,,,0.350000,,,
O1a,51.621244,-115.608378,2209.000000,,,,,60,,,,31,,,,,,,20,,,0.350000,,,
C2,51.621244,-115.608378,2191.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,2181.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,2159.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,2135.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C3,51.621244,-115.608378,2115.000000,,,,,,,,,3,,,,,,,20,,,1.150000,,,
C3,51.621244,-115.608378,2094.000000,,,,,,,,,3,,,,,,,20,,,1.150000,,,
C3,51.621244,-115.608378,2082.000000,,,,,,,,,3,,,,,,,20,,,1.150000,,,
C2,51.621244,-115.608378,2078.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,2073.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,2070.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,2065.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,2026.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,1970.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,1924.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C3,51.621244,-115.608378,1987.000000,,,,,,,,,3,,,,,,,20,,,1.150000,,,
C3,51.621244,-115.608378,1963.000000,,,,,,,,,3,,,,,,,20,,,1.150000,,,
C3,51.621244,-115.608378,1946.000000,,,,,,,,,3,,,,,,,20,,,1.150000,,,
C3,51.621244,-115.608378,1933.000000,,,,,,,,,3,,,,,,,20,,,1.150000,,,
C1,51.621244,-115.608378,1949.000000,,,,,,,,,1,,,,,,,20,,,0.750000,,,
C2,51.621244,-115.608378,1969.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,1996.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,2042.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
NF,51.621244,-115.608378,2085.000000,,,,,,,,,101,,,,,,,20,,,nan,,,
C2,51.621244,-115.608378,2106.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,2114.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C3,51.621244,-115.608378,2117.000000,,,,,,,,,3,,,,,,,20,,,1.150000,,,
C2,51.621244,-115.608378,2137.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,2167.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,2189.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,2207.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,2221.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C1,51.621244,-115.608378,2241.000000,,,,,,,,,1,,,,,,,20,,,0.750000,,,
O1a,51.621244,-115.608378,2260.000000,,,,,60,,,,31,,,,,,,20,,,0.350000,,,
O1a,51.621244,-115.608378,2277.000000,,,,,60,,,,31,,,,,,,20,,,0.350000,,,
O1a,51.621244,-115.608378,2286.000000,,,,,60,,,,31,,,,,,,20,,,0.350000,,,
O1a,51.621244,-115.608378,2283.000000,,,,,60,,,,31,,,,,,,20,,,0.350000,,,
O1a,51.621244,-115.608378,2272.000000,,,,,60,,,,31,,,,,,,20,,,0.350000,,,
O1a,51.621244,-115.608378,2248.000000,,,,,60,,,,31,,,,,,,20,,,0.350000,,,
O1a,51.621244,-115.608378,2234.000000,,,,,60,,,,31,,,,,,,20,,,0.350000,,,
O1a,51.621244,-115.608378,2217.000000,,,,,60,,,,31,,,,,,,20,,,0.350000,,,
O1a,51.621244,-115.608378,2195.000000,,,,,60,,,,31,,,,,,,20,,,0.350000,,,
C2,51.621244,-115.608378,2181.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,2155.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,2125.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,2102.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,2082.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C3,51.621244,-115.608378,2068.000000,,,,,,,,,3,,,,,,,20,,,1.150000,,,
C3,51.621244,-115.608378,2054.000000,,,,,,,,,3,,,,,,,20,,,1.150000,,,
C2,51.621244,-115.608378,2054.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
O1a,51.621244,-115.608378,2058.000000,,,,,60,,,,31,,,,,,,20,,,0.350000,,,
C2,51.621244,-115.608378,2055.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
NF,51.621244,-115.608378,2010.000000,,,,,,,,,101,,,,,,,20,,,nan,,,
C2,51.621244,-115.608378,1953.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,1912.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
O1a,51.621244,-115.608378,1961.000000,,,,,60,,,,31,,,,,,,20,,,0.350000,,,
C3,51.621244,-115.608378,1948.000000,,,,,,,,,3,,,,,,,20,,,1.150000,,,
C3,51.621244,-115.608378,1936.000000,,,,,,,,,3,,,,,,,20,,,1.150000,,,
C1,51.621244,-115.608378,1926.000000,,,,,,,,,1,,,,,,,20,,,0.750000,,,
C1,51.621244,-115.608378,1952.000000,,,,,,,,,1,,,,,,,20,,,0.750000,,,
C2,51.621244,-115.608378,1974.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,2014.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,2072.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,2108.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,2124.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,2133.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C3,51.621244,-115.608378,2145.000000,,,,,,,,,3,,,,,,,20,,,1.150000,,,
C2,51.621244,-115.608378,2154.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,2173.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,2189.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,2204.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,2219.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,2238.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C1,51.621244,-115.608378,2256.000000,,,,,,,,,1,,,,,,,20,,,0.750000,,,
O1a,51.621244,-115.608378,2272.000000,,,,,60,,,,31,,,,,,,20,,,0.350000,,,
O1a,51.621244,-115.608378,2280.000000,,,,,60,,,,31,,,,,,,20,,,0.350000,,,
O1a,51.621244,-115.608378,2279.000000,,,,,60,,,,31,,,,,,,20,,,0.350000,,,
O1a,51.621244,-115.608378,2268.000000,,,,,60,,,,31,,,,,,,20,,,0.350000,,,
O1a,51.621244,-115.608378,2247.000000,,,,,60,,,,31,,,,,,,20,,,0.350000,,,
O1a,51.621244,-115.608378,2231.000000,,,,,60,,,,31,,,,,,,20,,,0.350000,,,
O1a,51.621244,-115.608378,2217.000000,,,,,60,,,,31,,,,,,,20,,,0.350000,,,
O1a,51.621244,-115.608378,2198.000000,,,,,60,,,,31,,,,,,,20,,,0.350000,,,
O1a,51.621244,-115.608378,2179.000000,,,,,60,,,,31,,,,,,,20,,,0.350000,,,
C2,51.621244,-115.608378,2148.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,2119.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,2098.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,2072.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C3,51.621244,-115.608378,2036.000000,,,,,,,,,3,,,,,,,20,,,1.150000,,,
NF,51.621244,-115.608378,2013.000000,,,,,,,,,101,,,,,,,20,,,nan,,,
C2,51.621244,-115.608378,2021.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,2032.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,2020.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
NF,51.621244,-115.608378,1978.000000,,,,,,,,,101,,,,,,,20,,,nan,,,
C2,51.621244,-115.608378,1933.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,1901.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
O1a,51.621244,-115.608378,1945.000000,,,,,60,,,,31,,,,,,,20,,,0.350000,,,
C3,51.621244,-115.608378,1933.000000,,,,,,,,,3,,,,,,,20,,,1.150000,,,
C1,51.621244,-115.608378,1923.000000,,,,,,,,,1,,,,,,,20,,,0.750000,,,
C1,51.621244,-115.608378,1933.000000,,,,,,,,,1,,,,,,,20,,,0.750000,,,
C2,51.621244,-115.608378,1961.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,1988.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,2033.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,2090.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,2122.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,2132.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,2147.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,2163.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,2172.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C1,51.621244,-115.608378,2182.000000,,,,,,,,,1,,,,,,,20,,,0.750000,,,
C1,51.621244,-115.608378,2193.000000,,,,,,,,,1,,,,,,,20,,,0.750000,,,
C1,51.621244,-115.608378,2203.000000,,,,,,,,,1,,,,,,,20,,,0.750000,,,
O1a,51.621244,-115.608378,2218.000000,,,,,60,,,,31,,,,,,,20,,,0.350000,,,
C1,51.621244,-115.608378,2234.000000,,,,,,,,,1,,,,,,,20,,,0.750000,,,
O1a,51.621244,-115.608378,2252.000000,,,,,60,,,,31,,,,,,,20,,,0.350000,,,
O1a,51.621244,-115.608378,2265.000000,,,,,60,,,,31,,,,,,,20,,,0.350000,,,
O1a,51.621244,-115.608378,2273.000000,,,,,60,,,,31,,,,,,,20,,,0.350000,,,
O1a,51.621244,-115.608378,2271.000000,,,,,60,,,,31,,,,,,,20,,,0.350000,,,
O1a,51.621244,-115.608378,2260.000000,,,,,60,,,,31,,,,,,,20,,,0.350000,,,
O1a,51.621244,-115.608378,2244.000000,,,,,60,,,,31,,,,,,,20,,,0.350000,,,
O1a,51.621244,-115.608378,2231.000000,,,,,60,,,,31,,,,,,,20,,,0.350000,,,
O1a,51.621244,-115.608378,2220.000000,,,,,60,,,,31,,,,,,,20,,,0.350000,,,
C1,51.621244,-115.608378,2203.000000,,,,,,,,,1,,,,,,,20,,,0.750000,,,
O1a,51.621244,-115.608378,2176.000000,,,,,60,,,,31,,,,,,,20,,,0.350000,,,
C2,51.621244,-115.608378,2144.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,2123.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,2103.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,2081.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,2054.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C3,51.621244,-115.608378,2011.000000,,,,,,,,,3,,,,,,,20,,,1.150000,,,
C3,51.621244,-115.608378,1974.000000,,,,,,,,,3,,,,,,,20,,,1.150000,,,
C2,51.621244,-115.608378,1984.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,1971.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,1936.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,1902.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,1887.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C3,51.621244,-115.608378,1927.000000,,,,,,,,,3,,,,,,,20,,,1.150000,,,
O1a,51.621244,-115.608378,1918.000000,,,,,60,,,,31,,,,,,,20,,,0.350000,,,
C1,51.621244,-115.608378,1919.000000,,,,,,,,,1,,,,,,,20,,,0.750000,,,
C1,51.621244,-115.608378,1940.000000,,,,,,,,,1,,,,,,,20,,,0.750000,,,
C2,51.621244,-115.608378,1964.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,1994.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,2040.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,2096.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C3,51.621244,-115.608378,2132.000000,,,,,,,,,3,,,,,,,20,,,1.150000,,,
C2,51.621244,-115.608378,2143.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,2153.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,2165.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,2171.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C1,51.621244,-115.608378,2178.000000,,,,,,,,,1,,,,,,,20,,,0.750000,,,
C1,51.621244,-115.608378,2185.000000,,,,,,,,,1,,,,,,,20,,,0.750000,,,
C2,51.621244,-115.608378,2196.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
O1a,51.621244,-115.608378,2211.000000,,,,,60,,,,31,,,,,,,20,,,0.350000,,,
O1a,51.621244,-115.608378,2227.000000,,,,,60,,,,31,,,,,,,20,,,0.350000,,,
O1a,51.621244,-115.608378,2244.000000,,,,,60,,,,31,,,,,,,20,,,0.350000,,,
O1a,51.621244,-115.608378,2256.000000,,,,,60,,,,31,,,,,,,20,,,0.350000,,,
O1a,51.621244,-115.608378,2263.000000,,,,,60,,,,31,,,,,,,20,,,0.350000,,,
O1a,51.621244,-115.608378,2261.000000,,,,,60,,,,31,,,,,,,20,,,0.350000,,,
O1a,51.621244,-115.608378,2251.000000,,,,,60,,,,31,,,,,,,20,,,0.350000,,,
O1a,51.621244,-115.608378,2239.000000,,,,,60,,,,31,,,,,,,20,,,0.350000,,,
O1a,51.621244,-115.608378,2231.000000,,,,,60,,,,31,,,,,,,20,,,0.350000,,,
O1a,51.621244,-115.608378,2221.000000,,,,,60,,,,31,,,,,,,20,,,0.350000,,,
C1,51.621244,-115.608378,2204.000000,,,,,,,,,1,,,,,,,20,,,0.750000,,,
O1a,51.621244,-115.608378,2173.000000,,,,,60,,,,31,,,,,,,20,,,0.350000,,,
C2,51.621244,-115.608378,2145.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,2130.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,2110.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C3,51.621244,-115.608378,2086.000000,,,,,,,,,3,,,,,,,20,,,1.150000,,,
C2,51.621244,-115.608378,2055.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
NF,51.621244,-115.608378,2013.000000,,,,,,,,,101,,,,,,,20,,,nan,,,
C3,51.621244,-115.608378,1966.000000,,,,,,,,,3,,,,,,,20,,,1.150000,,,
C2,51.621244,-115.608378,1939.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,1934.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,1912.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,1887.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,1872.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C3,51.621244,-115.608378,1910.000000,,,,,,,,,3,,,,,,,20,,,1.150000,,,
O1a,51.621244,-115.608378,1909.000000,,,,,60,,,,31,,,,,,,20,,,0.350000,,,
C2,51.621244,-115.608378,1927.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C3,51.621244,-115.608378,1947.000000,,,,,,,,,3,,,,,,,20,,,1.150000,,,
C2,51.621244,-115.608378,1969.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,1998.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,2045.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,2099.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C3,51.621244,-115.608378,2134.000000,,,,,,,,,3,,,,,,,20,,,1.150000,,,
C2,51.621244,-115.608378,2146.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,2149.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C3,51.621244,-115.608378,2154.000000,,,,,,,,,3,,,,,,,20,,,1.150000,,,
C2,51.621244,-115.608378,2157.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,2163.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,2170.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C1,51.621244,-115.608378,2181.000000,,,,,,,,,1,,,,,,,20,,,0.750000,,,
C1,51.621244,-115.608378,2200.000000,,,,,,,,,1,,,,,,,20,,,0.750000,,,
O1a,51.621244,-115.608378,2223.000000,,,,,60,,,,31,,,,,,,20,,,0.350000,,,
O1a,51.621244,-115.608378,2238.000000,,,,,60,,,,31,,,,,,,20,,,0.350000,,,
O1a,51.621244,-115.608378,2244.000000,,,,,60,,,,31,,,,,,,20,,,0.350000,,,
C2,51.621244,-115.608378,2249.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,2249.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
O1a,51.621244,-115.608378,2241.000000,,,,,60,,,,31,,,,,,,20,,,0.350000,,,
O1a,51.621244,-115.608378,2232.000000,,,,,60,,,,31,,,,,,,20,,,0.350000,,,
C1,51.621244,-115.608378,2229.000000,,,,,,,,,1,,,,,,,20,,,0.750000,,,
O1a,51.621244,-115.608378,2223.000000,,,,,60,,,,31,,,,,,,20,,,0.350000,,,
C1,51.621244,-115.608378,2207.000000,,,,,,,,,1,,,,,,,20,,,0.750000,,,
NF,51.621244,-115.608378,2172.000000,,,,,,,,,101,,,,,,,20,,,nan,,,
C2,51.621244,-115.608378,2143.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,2134.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
NF,51.621244,-115.608378,2112.000000,,,,,,,,,101,,,,,,,20,,,nan,,,
NF,51.621244,-115.608378,2082.000000,,,,,,,,,101,,,,,,,20,,,nan,,,
NF,51.621244,-115.608378,2041.000000,,,,,,,,,101,,,,,,,20,,,nan,,,
C3,51.621244,-115.608378,1996.000000,,,,,,,,,3,,,,,,,20,,,1.150000,,,
C3,51.621244,-115.608378,1950.000000,,,,,,,,,3,,,,,,,20,,,1.150000,,,
C3,51.621244,-115.608378,1917.000000,,,,,,,,,3,,,,,,,20,,,1.150000,,,
C2,51.621244,-115.608378,1905.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,1893.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,1876.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,1861.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C1,51.621244,-115.608378,1898.000000,,,,,,,,,1,,,,,,,20,,,0.750000,,,
C1,51.621244,-115.608378,1913.000000,,,,,,,,,1,,,,,,,20,,,0.750000,,,
C2,51.621244,-115.608378,1929.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C1,51.621244,-115.608378,1948.000000,,,,,,,,,1,,,,,,,20,,,0.750000,,,
C1,51.621244,-115.608378,1969.000000,,,,,,,,,1,,,,,,,20,,,0.750000,,,
C2,51.621244,-115.608378,1997.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,2042.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C3,51.621244,-115.608378,2092.000000,,,,,,,,,3,,,,,,,20,,,1.150000,,,
C2,51.621244,-115.608378,2121.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C3,51.621244,-115.608378,2131.000000,,,,,,,,,3,,,,,,,20,,,1.150000,,,
C3,51.621244,-115.608378,2136.000000,,,,,,,,,3,,,,,,,20,,,1.150000,,,
C2,51.621244,-115.608378,2139.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C3,51.621244,-115.608378,2143.000000,,,,,,,,,3,,,,,,,20,,,1.150000,,,
C2,51.621244,-115.608378,2149.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,2156.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C1,51.621244,-115.608378,2168.000000,,,,,,,,,1,,,,,,,20,,,0.750000,,,
C2,51.621244,-115.608378,2194.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
O1a,51.621244,-115.608378,2226.000000,,,,,60,,,,31,,,,,,,20,,,0.350000,,,
O1a,51.621244,-115.608378,2238.000000,,,,,60,,,,31,,,,,,,20,,,0.350000,,,
O1a,51.621244,-115.608378,2230.000000,,,,,60,,,,31,,,,,,,20,,,0.350000,,,
C2,51.621244,-115.608378,2231.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,2232.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,2223.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
O1a,51.621244,-115.608378,2222.000000,,,,,60,,,,31,,,,,,,20,,,0.350000,,,
C1,51.621244,-115.608378,2224.000000,,,,,,,,,1,,,,,,,20,,,0.750000,,,
O1a,51.621244,-115.608378,2216.000000,,,,,60,,,,31,,,,,,,20,,,0.350000,,,
NF,51.621244,-115.608378,2196.000000,,,,,,,,,101,,,,,,,20,,,nan,,,
NF,51.621244,-115.608378,2163.000000,,,,,,,,,101,,,,,,,20,,,nan,,,
C3,51.621244,-115.608378,2139.000000,,,,,,,,,3,,,,,,,20,,,1.150000,,,
NF,51.621244,-115.608378,2124.000000,,,,,,,,,101,,,,,,,20,,,nan,,,
